DP05_0001E,DP05_0077PE,GEO_ID
Estimate!!SEX AND AGE!!Total population,Percent!!HISPANIC OR LATINO AND RACE!!Total population!!Not Hispanic or Latino!!White alone,id
4577,27.1,1400000US13245010509
4512,43.8,1400000US13245010510
3912,30,1400000US13245010511
5203,12.3,1400000US13245010512
3341,13.2,1400000US13245010513
5638,4.8,1400000US13245010600
5527,35.7,1400000US13245010706
3041,10.3,1400000US13245010707
6288,3.8,1400000US13245010708
5804,5.7,1400000US13245010709
6032,27.3,1400000US13245010710
3855,21.1,1400000US13245010711
9042,7,1400000US13245010712
7869,47.8,1400000US13245010800
4790,61.8,1400000US13245010903
3919,55.4,1400000US13245010904
5181,82,1400000US13245010905
6220,64.8,1400000US13245010906
1693,58.4,1400000US13245011000
3449,61.6,1400000US13247060101
5424,56.4,1400000US13247060102
4432,19.3,1400000US13247060201
10565,23.4,1400000US13247060202
6186,22.2,1400000US13247060304
5265,22.2,1400000US13247060305
3077,20.8,1400000US13247060306
11011,16,1400000US13247060307
8689,26.8,1400000US13247060308
6441,21.1,1400000US13247060309
3638,49.6,1400000US13247060403
6442,43.8,1400000US13247060404
6125,40.8,1400000US13247060405
5619,42.8,1400000US13247060406
3354,53.5,1400000US13247060407
2959,61.5,1400000US13249960100
2262,76.5,1400000US13249960200
1469,49.6,1400000US13251970200
3945,41.9,1400000US13251970300
4262,60.9,1400000US13251970400
2599,61.4,1400000US13251970500
1714,61,1400000US13251970600
2648,82.6,1400000US13253200100
3209,40.7,1400000US13253200200
2464,65.9,1400000US13253200300
5314,76.3,1400000US13255160100
7538,78.9,1400000US13255160200
3137,22.4,1400000US13255160300
6366,35.8,1400000US13255160400
6241,45.2,1400000US13255160500
4019,92.4,1400000US13255160600
8217,42.9,1400000US13255160700
3777,18.4,1400000US13255160800
2578,51.5,1400000US13255160900
5495,80.1,1400000US13255161000
4281,78.4,1400000US13255161100
8343,64.6,1400000US13255161200
6893,82.3,1400000US13257970100
5709,93.9,1400000US13257970200
3423,51.9,1400000US13257970301
2906,84.6,1400000US13257970302
6819,87,1400000US13257970400
1778,35,1400000US13259950100
4515,18.8,1400000US13259950400
964,59.1,1400000US13261950100
5177,27.1,1400000US13261950200
7087,24.7,1400000US13261950300
2766,60.5,1400000US13261950400
3145,50,1400000US13261950500
2074,46.4,1400000US13261950600
6483,38.6,1400000US13261950700
2368,59,1400000US13261950800
2279,48.4,1400000US13263960100
2350,27.5,1400000US13263960200
1692,48.6,1400000US13263960300
1611,32.8,1400000US13265010200
2883,82.3,1400000US13267950100
4263,55.5,1400000US13267950201
7402,39.6,1400000US13267950202
6027,52.6,1400000US13267950300
4807,79,1400000US13267950400
1288,80,1400000US13269950100
2312,53.2,1400000US13269950200
4516,52.9,1400000US13269950300
11573,42.1,1400000US13271950100
1572,83.5,1400000US13271950200
2890,57.5,1400000US13271950500
1526,58.9,1400000US13273120200
2828,18.9,1400000US13273120300
2948,26.1,1400000US13273120400
1435,63.4,1400000US13273120500
1425,46.1,1400000US13275960100
3999,78.9,1400000US13275960200
2280,66.5,1400000US13275960300
2316,70.7,1400000US13275960400
6960,67.9,1400000US13275960500
5675,62.1,1400000US13275960600
6613,32.3,1400000US13275960700
5371,42.7,1400000US13275960800
3435,46.8,1400000US13275960900
4155,75.4,1400000US13275961000
2401,55,1400000US13275961100
2083,94.4,1400000US13277960100
2692,76.7,1400000US13277960200
8046,69.7,1400000US13277960300
6256,57.1,1400000US13277960400
4356,91.5,1400000US13277960500
7232,11.9,1400000US13277960600
4502,31.5,1400000US13277960700
2313,48.8,1400000US13277960800
3061,66.8,1400000US13277960900
4793,62.5,1400000US13279970100
5456,54.4,1400000US13279970200
5935,56,1400000US13279970300
4388,55,1400000US13279970400
3310,65.8,1400000US13279970500
3090,76.7,1400000US13279970600
4418,89.6,1400000US13281960100
3254,98.2,1400000US13281960200
3945,95.7,1400000US13281960300
1844,95.3,1400000US13283960100
4951,63.4,1400000US13283960200
6518,66.3,1400000US13285960100
3151,71.4,1400000US13285960201
2373,77.5,1400000US13285960202
4191,89.9,1400000US13285960300
5817,49,1400000US13285960400
5066,49.2,1400000US13285960501
8270,50,1400000US13285960502
5353,32,1400000US13285960600
5522,55.1,1400000US13285960700
3904,33.9,1400000US13285960800
4131,28.9,1400000US13285960901
7230,79.1,1400000US13285960902
5501,46,1400000US13285961000
2892,74.9,1400000US13285961100
4760,41,1400000US13287970200
3183,72.8,1400000US13287970300
4640,59.3,1400000US13289060100
3589,49.5,1400000US13289060200
3224,96.5,1400000US13291000101
5466,90.7,1400000US13291000102
2808,97.2,1400000US13291000201
2323,98.2,1400000US13291000203
3147,92.3,1400000US13291000204
6320,92.9,1400000US13291000205
3018,85.9,1400000US13293010100
4763,66,1400000US13293010201
2825,91.9,1400000US13293010202
3375,92.1,1400000US13293010300
6056,56.2,1400000US13293010400
4602,43.7,1400000US13293010500
1597,49,1400000US13293010600
6302,94.1,1400000US13295020100
3606,82.2,1400000US13295020200
5379,86.9,1400000US13295020301
4512,89.5,1400000US13295020302
2937,94.4,1400000US13295020400
8021,98.6,1400000US13295020501
6843,93.4,1400000US13295020502
7549,88.7,1400000US13295020601
4892,91,1400000US13295020602
7439,80.4,1400000US13295020700
3281,89.3,1400000US13295020800
6224,97.4,1400000US13295020901
2054,94.4,1400000US13295020902
9214,81.5,1400000US13297110100
4983,88.7,1400000US13297110200
6758,52.3,1400000US13297110300
6734,46.5,1400000US13297110400
3973,86,1400000US13297110503
5377,70.2,1400000US13297110504
4716,80.3,1400000US13297110505
5892,81.1,1400000US13297110506
8043,71.7,1400000US13297110507
5243,79.7,1400000US13297110508
5154,79.9,1400000US13297110601
5704,92.4,1400000US13297110602
5176,85.9,1400000US13297110603
7571,71.6,1400000US13297110700
6904,68,1400000US13297110800
1491,75.7,1400000US13299950100
8111,73,1400000US13299950200
2296,62.2,1400000US13299950300
1994,8.2,1400000US13299950400
4424,65.8,1400000US13299950500
6236,77.7,1400000US13299950600
1706,20.5,1400000US13299950700
5845,57.2,1400000US13299950800
3490,70.3,1400000US13299950900
2691,32.4,1400000US13301970400
2606,42.7,1400000US13301970500
1844,63.9,1400000US13303950100
4773,42.5,1400000US13303950300
4549,35.9,1400000US13303950400
5432,42.4,1400000US13303950500
3838,40.3,1400000US13303950700
3508,94.3,1400000US13305970100
7899,77.3,1400000US13305970200
6117,52.4,1400000US13305970300
2982,88,1400000US13305970400
5771,48.7,1400000US13305970500
3511,89.5,1400000US13305970600
1335,53.5,1400000US13307960100
1275,50.1,1400000US13307960200
2545,70.8,1400000US13309780100
5383,49.3,1400000US13309780200
2663,92.2,1400000US13311950100
9478,91.1,1400000US13311950201
3182,93,1400000US13311950202
5750,90.3,1400000US13311950203
8416,94.8,1400000US13311950300
4322,89.4,1400000US13313000101
8927,81.9,1400000US13313000102
4364,77.4,1400000US13313000200
4105,41.5,1400000US13313000301
8870,55.9,1400000US13313000302
8411,27.3,1400000US13313000400
3904,71.6,1400000US13313000501
7852,48.1,1400000US13313000502
4414,88.6,1400000US13313000600
4357,89.4,1400000US13313000700
7727,74.5,1400000US13313000800
3453,61.9,1400000US13313000900
3492,16.1,1400000US13313001000
4935,47.6,1400000US13313001100
7340,35.8,1400000US13313001200
4449,27.1,1400000US13313001300
6285,54.7,1400000US13313001400
7030,70.3,1400000US13313001500
3966,43.2,1400000US13315960100
1469,61.3,1400000US13315960200
1507,81.7,1400000US13315960300
1882,70,1400000US13315960400
1486,57.3,1400000US13317010101
1927,53.3,1400000US13317010102
2084,70.2,1400000US13317010301
4347,38.5,1400000US13317010302
2738,40.5,1400000US13319960200
4231,60.2,1400000US13319960300
2041,71.3,1400000US13319960400
2988,70.4,1400000US13321950100
6831,67.8,1400000US13321950200
4215,77.6,1400000US13321950400
4310,43.3,1400000US13321950500
2150,89.4,1400000US13321950600
